@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute inputs-133 numeric
@attribute inputs-134 numeric
@attribute inputs-135 numeric
@attribute inputs-136 numeric
@attribute inputs-137 numeric
@attribute inputs-138 numeric
@attribute inputs-139 numeric
@attribute inputs-140 numeric
@attribute inputs-141 numeric
@attribute inputs-142 numeric
@attribute inputs-143 numeric
@attribute inputs-144 numeric
@attribute inputs-145 numeric
@attribute inputs-146 numeric
@attribute inputs-147 numeric
@attribute inputs-148 numeric
@attribute inputs-149 numeric
@attribute inputs-150 numeric
@attribute inputs-151 numeric
@attribute inputs-152 numeric
@attribute inputs-153 numeric
@attribute inputs-154 numeric
@attribute inputs-155 numeric
@attribute inputs-156 numeric
@attribute inputs-157 numeric
@attribute inputs-158 numeric
@attribute inputs-159 numeric
@attribute inputs-160 numeric
@attribute inputs-161 numeric
@attribute inputs-162 numeric
@attribute inputs-163 numeric
@attribute inputs-164 numeric
@attribute inputs-165 numeric
@attribute inputs-166 numeric
@attribute inputs-167 numeric
@attribute inputs-168 numeric
@attribute inputs-169 numeric
@attribute inputs-170 numeric
@attribute inputs-171 numeric
@attribute inputs-172 numeric
@attribute inputs-173 numeric
@attribute inputs-174 numeric
@attribute inputs-175 numeric
@attribute inputs-176 numeric
@attribute inputs-177 numeric
@attribute inputs-178 numeric
@attribute inputs-179 numeric
@attribute inputs-180 numeric
@attribute inputs-181 numeric
@attribute inputs-182 numeric
@attribute inputs-183 numeric
@attribute inputs-184 numeric
@attribute inputs-185 numeric
@attribute inputs-186 numeric
@attribute inputs-187 numeric
@attribute inputs-188 numeric
@attribute inputs-189 numeric
@attribute inputs-190 numeric
@attribute inputs-191 numeric
@attribute inputs-192 numeric
@attribute inputs-193 numeric
@attribute inputs-194 numeric
@attribute inputs-195 numeric
@attribute inputs-196 numeric
@attribute inputs-197 numeric
@attribute inputs-198 numeric
@attribute inputs-199 numeric
@attribute inputs-200 numeric
@attribute inputs-201 numeric
@attribute inputs-202 numeric
@attribute inputs-203 numeric
@attribute inputs-204 numeric
@attribute inputs-205 numeric
@attribute inputs-206 numeric
@attribute inputs-207 numeric
@attribute inputs-208 numeric
@attribute inputs-209 numeric
@attribute inputs-210 numeric
@attribute inputs-211 numeric
@attribute inputs-212 numeric
@attribute inputs-213 numeric
@attribute inputs-214 numeric
@attribute inputs-215 numeric
@attribute inputs-216 numeric
@attribute inputs-217 numeric
@attribute inputs-218 numeric
@attribute inputs-219 numeric
@attribute inputs-220 numeric
@attribute inputs-221 numeric
@attribute inputs-222 numeric
@attribute inputs-223 numeric
@attribute inputs-224 numeric
@attribute inputs-225 numeric
@attribute inputs-226 numeric
@attribute inputs-227 numeric
@attribute inputs-228 numeric
@attribute inputs-229 numeric
@attribute inputs-230 numeric
@attribute inputs-231 numeric
@attribute inputs-232 numeric
@attribute inputs-233 numeric
@attribute inputs-234 numeric
@attribute inputs-235 numeric
@attribute inputs-236 numeric
@attribute inputs-237 numeric
@attribute inputs-238 numeric
@attribute inputs-239 numeric
@attribute inputs-240 numeric
@attribute inputs-241 numeric
@attribute inputs-242 numeric
@attribute inputs-243 numeric
@attribute inputs-244 numeric
@attribute inputs-245 numeric
@attribute inputs-246 numeric
@attribute inputs-247 numeric
@attribute inputs-248 numeric
@attribute inputs-249 numeric
@attribute inputs-250 numeric
@attribute inputs-251 numeric
@attribute inputs-252 numeric
@attribute inputs-253 numeric
@attribute inputs-254 numeric
@attribute inputs-255 numeric
@attribute inputs-256 numeric
@attribute inputs-257 numeric
@attribute inputs-258 numeric
@attribute inputs-259 numeric
@attribute inputs-260 numeric
@attribute inputs-261 numeric
@attribute inputs-262 numeric
@attribute inputs-263 numeric
@attribute inputs-264 numeric
@attribute inputs-265 numeric
@attribute inputs-266 numeric
@attribute inputs-267 numeric
@attribute inputs-268 numeric
@attribute inputs-269 numeric
@attribute inputs-270 numeric
@attribute inputs-271 numeric
@attribute inputs-272 numeric
@attribute inputs-273 numeric
@attribute inputs-274 numeric
@attribute inputs-275 numeric
@attribute inputs-276 numeric
@attribute inputs-277 numeric
@attribute inputs-278 numeric
@attribute inputs-279 numeric
@attribute inputs-280 numeric
@attribute inputs-281 numeric
@attribute inputs-282 numeric
@attribute inputs-283 numeric
@attribute inputs-284 numeric
@attribute inputs-285 numeric
@attribute inputs-286 numeric
@attribute inputs-287 numeric
@attribute inputs-288 numeric
@attribute inputs-289 numeric
@attribute inputs-290 numeric
@attribute inputs-291 numeric
@attribute inputs-292 numeric
@attribute inputs-293 numeric
@attribute inputs-294 numeric
@attribute inputs-295 numeric
@attribute inputs-296 numeric
@attribute inputs-297 numeric
@attribute inputs-298 numeric
@attribute inputs-299 numeric
@attribute inputs-300 numeric
@attribute inputs-301 numeric
@attribute inputs-302 numeric
@attribute inputs-303 numeric
@attribute inputs-304 numeric
@attribute inputs-305 numeric
@attribute inputs-306 numeric
@attribute inputs-307 numeric
@attribute inputs-308 numeric
@attribute inputs-309 numeric
@attribute inputs-310 numeric
@attribute inputs-311 numeric
@attribute inputs-312 numeric
@attribute inputs-313 numeric
@attribute inputs-314 numeric
@attribute inputs-315 numeric
@attribute inputs-316 numeric
@attribute inputs-317 numeric
@attribute inputs-318 numeric
@attribute inputs-319 numeric
@attribute inputs-320 numeric
@attribute inputs-321 numeric
@attribute inputs-322 numeric
@attribute inputs-323 numeric
@attribute inputs-324 numeric
@attribute inputs-325 numeric
@attribute inputs-326 numeric
@attribute inputs-327 numeric
@attribute inputs-328 numeric
@attribute inputs-329 numeric
@attribute inputs-330 numeric
@attribute inputs-331 numeric
@attribute inputs-332 numeric
@attribute inputs-333 numeric
@attribute inputs-334 numeric
@attribute inputs-335 numeric
@attribute inputs-336 numeric
@attribute inputs-337 numeric
@attribute inputs-338 numeric
@attribute inputs-339 numeric
@attribute inputs-340 numeric
@attribute inputs-341 numeric
@attribute inputs-342 numeric
@attribute inputs-343 numeric
@attribute inputs-344 numeric
@attribute inputs-345 numeric
@attribute inputs-346 numeric
@attribute inputs-347 numeric
@attribute inputs-348 numeric
@attribute inputs-349 numeric
@attribute inputs-350 numeric
@attribute inputs-351 numeric
@attribute inputs-352 numeric
@attribute inputs-353 numeric
@attribute inputs-354 numeric
@attribute inputs-355 numeric
@attribute inputs-356 numeric
@attribute inputs-357 numeric
@attribute inputs-358 numeric
@attribute inputs-359 numeric
@attribute inputs-360 numeric
@attribute inputs-361 numeric
@attribute inputs-362 numeric
@attribute inputs-363 numeric
@attribute inputs-364 numeric
@attribute inputs-365 numeric
@attribute inputs-366 numeric
@attribute inputs-367 numeric
@attribute inputs-368 numeric
@attribute inputs-369 numeric
@attribute inputs-370 numeric
@attribute inputs-371 numeric
@attribute inputs-372 numeric
@attribute inputs-373 numeric
@attribute inputs-374 numeric
@attribute inputs-375 numeric
@attribute inputs-376 numeric
@attribute inputs-377 numeric
@attribute inputs-378 numeric
@attribute inputs-379 numeric
@attribute inputs-380 numeric
@attribute inputs-381 numeric
@attribute inputs-382 numeric
@attribute inputs-383 numeric
@attribute inputs-384 numeric
@attribute inputs-385 numeric
@attribute inputs-386 numeric
@attribute inputs-387 numeric
@attribute inputs-388 numeric
@attribute inputs-389 numeric
@attribute inputs-390 numeric
@attribute inputs-391 numeric
@attribute inputs-392 numeric
@attribute inputs-393 numeric
@attribute inputs-394 numeric
@attribute inputs-395 numeric
@attribute inputs-396 numeric
@attribute inputs-397 numeric
@attribute inputs-398 numeric
@attribute inputs-399 numeric
@attribute inputs-400 numeric
@attribute outputs-1 {0,1,2,3}

@data
1,'2020/10/26 11:18:03:043',3,0.438533,0.442733,0.400533,0.359435,0.297776,0.325757,0.318169,0.603659,0.648122,0.247388,0.098302,0.090973,0.152796,0.18131,0.200024,0.172251,0.168988,0.211357,0.181114,0.1916,0.438533,0.459549,0.465984,0.458494,0.365337,0.333878,0.332596,0.548671,0.627188,0.149004,0.078188,0.10638,0.175365,0.164494,0.19998,0.191624,0.172251,0.208286,0.188722,0.215,0.420333,0.465984,0.475235,0.159886,0.38418,0.344726,0.340482,0.42691,0.51762,0.623184,0.121898,0.138325,0.10998,0.17291,0.172251,0.196631,0.170118,0.224126,0.180027,0.215961,0.344694,0.483078,0.475235,0.041831,0.329533,0.387541,0.351925,0.328996,0.399627,0.612353,0.153914,0.148192,0.132463,0.203388,0.18131,0.204475,0.193647,0.21091,0.161271,0.220329,0.465984,0.483078,0.479157,0.040255,0.396224,0.363792,0.388392,0.317039,0.415357,0.55649,0.524714,0.153329,0.18018,0.200553,0.172953,0.173145,0.191302,0.235847,0.160376,0.222675,0.481671,0.487,0.490922,0.039553,0.45149,0.277592,0.422792,0.3268,0.446859,0.490761,0.375694,0.433965,0.176494,0.112898,0.160251,0.168094,0.196439,0.219882,0.176831,0.214831,0.481671,0.490922,0.483078,0.039294,0.509745,0.324482,0.416627,0.360522,0.454467,0.352616,0.33782,0.34869,0.540847,0.137518,0.17598,0.171443,0.205412,0.213255,0.20149,0.181882,0.485592,0.489514,0.485592,0.055361,0.106855,0.368749,0.376478,0.360263,0.363376,0.348651,0.340949,0.356914,0.407475,0.654126,0.262059,0.172529,0.197569,0.199467,0.221098,0.152098,0.469906,0.479157,0.478643,0.114765,0.07802,0.436082,0.401094,0.395557,0.352294,0.254702,0.286047,0.325498,0.391722,0.604722,0.616514,0.157165,0.206988,0.176106,0.192451,0.228016,0.462063,0.469906,0.465984,0.447271,0.059627,0.29869,0.415737,0.353035,0.153957,0.384753,0.290482,0.209153,0.277482,0.248075,0.396224,0.145608,0.216282,0.195588,0.142184,0.242725,0.045373,0.361122,0.45422,0.4708,0.095024,0.051082,0.411867,0.301161,0.411157,0.481937,0.373071,0.454361,0.314098,0.152475,0.289675,0.50462,0.200024,0.200486,0.199627,0.225098,0.055561,0.058075,0.41249,0.439427,0.469906,0.066745,0.518039,0.420537,0.427929,0.501439,0.368526,0.372902,0.332082,0.254188,0.424353,0.424376,0.135949,0.148192,0.244133,0.254682,0.049294,0.051639,0.371867,0.380604,0.418925,0.360996,0.097992,0.475698,0.42691,0.372988,0.404122,0.491678,0.314627,0.372506,0.644251,0.096667,0.11418,0.271392,0.261718,0.266255,0.050231,0.049294,0.033608,0.031584,0.027663,0.023741,0.014937,0.109647,0.083647,0.474267,0.499455,0.487075,0.442726,0.351573,0.666533,0.167522,0.129714,0.321455,0.266769,0.051514,0.050231,0.053216,0.033608,0.027663,0.023741,0.024188,0.035953,0.035953,0.047718,0.047161,0.244498,0.363686,0.282863,0.282569,0.223831,0.200918,0.110494,0.341773,0.077835,0.101686,0.047718,0.041451,0.029686,0.029686,0.033608,0.034502,0.038424,0.039427,0.153753,0.203604,0.24378,0.43069,0.46498,0.500275,0.541345,0.57378,0.474012,0.18658,0.196784,0.238439,0.04631,0.046267,0.042345,0.039875,0.043475,0.126149,0.167329,0.180992,0.1928,0.228094,0.275475,0.411361,0.459035,0.486486,0.517859,0.564918,0.560102,0.152624,0.277502,0.138157,0.047204,0.045373,0.041451,0.045373,0.156545,0.173361,0.184957,0.191839,0.204608,0.258616,0.255545,0.38391,0.404133,0.443306,0.494777,0.557522,0.516965,0.249898,0.403973,0.144016,0.042388,0.050231,0.04631,0.023698,0.02811,0.168353,0.181204,0.181204,0.212898,0.241925,0.148851,0.368267,0.42811,0.459482,0.504196,0.578706,0.552341,0.40009,0.395749,0.262675,0.047718,0.045373,0.045373,0.018925,0.041451,0.177282,0.136894,0.169675,0.183102,0.230929,0.219012,0.396612,0.392369,0.421843,0.447718,0.537914,0.548463,0.428867,0.340463,0.306341,1
2,'2020/10/26 11:18:03:059',3,0.438533,0.442733,0.400533,0.359435,0.297776,0.325757,0.318169,0.603659,0.648122,0.247388,0.098302,0.090973,0.152796,0.18131,0.200024,0.172251,0.168988,0.211357,0.181114,0.1916,0.438533,0.459549,0.465984,0.458494,0.365337,0.333878,0.332596,0.548671,0.627188,0.149004,0.078188,0.10638,0.175365,0.164494,0.19998,0.191624,0.172251,0.208286,0.188722,0.215,0.420333,0.465984,0.475235,0.159886,0.38418,0.344726,0.340482,0.42691,0.51762,0.623184,0.121898,0.138325,0.10998,0.17291,0.172251,0.196631,0.170118,0.224126,0.180027,0.215961,0.344694,0.483078,0.475235,0.041831,0.329533,0.387541,0.351925,0.328996,0.399627,0.612353,0.153914,0.148192,0.132463,0.203388,0.18131,0.204475,0.193647,0.21091,0.161271,0.220329,0.465984,0.483078,0.479157,0.040255,0.396224,0.363792,0.388392,0.317039,0.415357,0.55649,0.524714,0.153329,0.18018,0.200553,0.172953,0.173145,0.191302,0.235847,0.160376,0.222675,0.481671,0.487,0.490922,0.039553,0.45149,0.277592,0.422792,0.3268,0.446859,0.490761,0.375694,0.433965,0.176494,0.112898,0.160251,0.168094,0.196439,0.219882,0.176831,0.214831,0.481671,0.490922,0.483078,0.039294,0.509745,0.324482,0.416627,0.360522,0.454467,0.352616,0.33782,0.34869,0.540847,0.137518,0.17598,0.171443,0.205412,0.213255,0.20149,0.181882,0.485592,0.489514,0.485592,0.055361,0.106855,0.368749,0.376478,0.360263,0.363376,0.348651,0.340949,0.356914,0.407475,0.654126,0.262059,0.172529,0.197569,0.199467,0.221098,0.152098,0.469906,0.479157,0.478643,0.114765,0.07802,0.436082,0.401094,0.395557,0.352294,0.254702,0.286047,0.325498,0.391722,0.604722,0.616514,0.157165,0.206988,0.176106,0.192451,0.228016,0.462063,0.469906,0.465984,0.447271,0.059627,0.29869,0.415737,0.353035,0.153957,0.384753,0.290482,0.209153,0.277482,0.248075,0.396224,0.145608,0.216282,0.195588,0.142184,0.242725,0.045373,0.361122,0.45422,0.4708,0.095024,0.051082,0.411867,0.301161,0.411157,0.481937,0.373071,0.454361,0.314098,0.152475,0.289675,0.50462,0.200024,0.200486,0.199627,0.225098,0.055561,0.058075,0.41249,0.439427,0.469906,0.066745,0.518039,0.420537,0.427929,0.501439,0.368526,0.372902,0.332082,0.254188,0.424353,0.424376,0.135949,0.148192,0.244133,0.254682,0.049294,0.051639,0.371867,0.380604,0.418925,0.360996,0.097992,0.475698,0.42691,0.372988,0.404122,0.491678,0.314627,0.372506,0.644251,0.096667,0.11418,0.271392,0.261718,0.266255,0.050231,0.049294,0.033608,0.031584,0.027663,0.023741,0.014937,0.109647,0.083647,0.474267,0.499455,0.487075,0.442726,0.351573,0.666533,0.167522,0.129714,0.321455,0.266769,0.051514,0.050231,0.053216,0.033608,0.027663,0.023741,0.024188,0.035953,0.035953,0.047718,0.047161,0.244498,0.363686,0.282863,0.282569,0.223831,0.200918,0.110494,0.341773,0.077835,0.101686,0.047718,0.041451,0.029686,0.029686,0.033608,0.034502,0.038424,0.039427,0.153753,0.203604,0.24378,0.43069,0.46498,0.500275,0.541345,0.57378,0.474012,0.18658,0.196784,0.238439,0.04631,0.046267,0.042345,0.039875,0.043475,0.126149,0.167329,0.180992,0.1928,0.228094,0.275475,0.411361,0.459035,0.486486,0.517859,0.564918,0.560102,0.152624,0.277502,0.138157,0.047204,0.045373,0.041451,0.045373,0.156545,0.173361,0.184957,0.191839,0.204608,0.258616,0.255545,0.38391,0.404133,0.443306,0.494777,0.557522,0.516965,0.249898,0.403973,0.144016,0.042388,0.050231,0.04631,0.023698,0.02811,0.168353,0.181204,0.181204,0.212898,0.241925,0.148851,0.368267,0.42811,0.459482,0.504196,0.578706,0.552341,0.40009,0.395749,0.262675,0.047718,0.045373,0.045373,0.018925,0.041451,0.177282,0.136894,0.169675,0.183102,0.230929,0.219012,0.396612,0.392369,0.421843,0.447718,0.537914,0.548463,0.428867,0.340463,0.306341,1
3,'2020/10/26 11:18:03:076',3,0.443863,0.442455,0.412298,0.363357,0.310671,0.324627,0.324627,0.60462,0.662914,0.259067,0.099498,0.090525,0.149322,0.176494,0.204839,0.168263,0.170118,0.214831,0.175616,0.182973,0.451706,0.459549,0.465984,0.460306,0.365337,0.332471,0.332918,0.540914,0.634906,0.150478,0.083004,0.113008,0.176451,0.168929,0.194651,0.185804,0.174976,0.212486,0.199592,0.214933,0.439941,0.467392,0.471314,0.14591,0.395667,0.340482,0.340439,0.419961,0.525227,0.599126,0.145231,0.136471,0.121553,0.172016,0.175043,0.191624,0.177067,0.227043,0.172184,0.2192,0.348851,0.483078,0.479157,0.026659,0.329726,0.3966,0.353333,0.329039,0.410902,0.615145,0.152851,0.145208,0.132227,0.213255,0.172016,0.19578,0.187827,0.209333,0.166196,0.211078,0.458141,0.487,0.475235,0.039361,0.392345,0.41582,0.388114,0.322133,0.420129,0.564333,0.510157,0.147678,0.179051,0.210337,0.172059,0.177067,0.20149,0.230518,0.160376,0.223122,0.487,0.489514,0.490027,0.042725,0.454282,0.278318,0.414757,0.325392,0.454702,0.486839,0.365271,0.442831,0.181333,0.109914,0.168137,0.174039,0.195545,0.227043,0.176063,0.215067,0.473827,0.493949,0.486106,0.038737,0.518718,0.317576,0.395722,0.356149,0.450333,0.353788,0.336455,0.333898,0.569149,0.144271,0.18378,0.172573,0.209333,0.205412,0.193647,0.187871,0.481671,0.485592,0.485592,0.063651,0.128741,0.376871,0.373965,0.364227,0.363376,0.3368,0.342526,0.353035,0.434647,0.654447,0.251467,0.177024,0.195545,0.20731,0.217176,0.1622,0.471314,0.477749,0.477749,0.114765,0.081941,0.43851,0.395149,0.4034,0.344451,0.241808,0.286047,0.32162,0.385329,0.518212,0.644286,0.169224,0.213255,0.17291,0.203388,0.220173,0.462063,0.469906,0.462063,0.447227,0.061694,0.290804,0.411349,0.335926,0.207129,0.432941,0.322369,0.199522,0.28989,0.181086,0.424137,0.148929,0.215388,0.199592,0.136937,0.244133,0.047718,0.351255,0.454498,0.4708,0.067125,0.043216,0.364486,0.297196,0.407894,0.497624,0.368784,0.444004,0.332725,0.17249,0.297561,0.537208,0.212361,0.203,0.211435,0.230918,0.051639,0.05411,0.418925,0.443349,0.470992,0.065616,0.512988,0.42902,0.408365,0.518827,0.368314,0.384922,0.321533,0.257788,0.41538,0.43011,0.136945,0.153624,0.243239,0.249631,0.05411,0.049294,0.367945,0.392369,0.410078,0.357522,0.096902,0.479063,0.431043,0.375694,0.395235,0.487141,0.303376,0.416984,0.587392,0.077631,0.108851,0.282306,0.267494,0.265639,0.051639,0.047396,0.034545,0.032031,0.027663,0.027663,0.016345,0.114698,0.086353,0.474267,0.497302,0.513118,0.462804,0.376231,0.706643,0.173145,0.129714,0.321647,0.271584,0.062427,0.051639,0.045373,0.041451,0.023741,0.027663,0.027663,0.031584,0.035506,0.039553,0.050188,0.203553,0.361788,0.291533,0.281314,0.223553,0.206973,0.132808,0.336341,0.079118,0.097722,0.051639,0.045373,0.025765,0.039875,0.037529,0.033608,0.039875,0.043796,0.148659,0.212898,0.248192,0.426769,0.466835,0.502129,0.54531,0.565937,0.475741,0.176647,0.207333,0.235859,0.042345,0.046267,0.042345,0.043796,0.038424,0.125702,0.172145,0.195718,0.208486,0.230843,0.271788,0.41929,0.459035,0.482522,0.52178,0.564918,0.552259,0.153753,0.279847,0.133467,0.04631,0.04631,0.04631,0.047718,0.152345,0.175875,0.185,0.187918,0.205055,0.25838,0.251624,0.387875,0.400212,0.435506,0.490408,0.55311,0.520886,0.260725,0.412373,0.13722,0.046267,0.049675,0.050188,0.023698,0.03058,0.171337,0.173361,0.173361,0.212898,0.243824,0.164345,0.380031,0.432031,0.451639,0.508118,0.578706,0.544694,0.398984,0.396494,0.254318,0.044176,0.050188,0.046267,0.022847,0.03058,0.181204,0.134145,0.164624,0.190945,0.235086,0.207482,0.392647,0.392369,0.426702,0.451639,0.533992,0.543412,0.419894,0.363992,0.297604,1
4,'2020/10/26 11:18:03:092',3,0.443863,0.442455,0.412298,0.363357,0.310671,0.324627,0.324627,0.60462,0.662914,0.259067,0.099498,0.090525,0.149322,0.176494,0.204839,0.168263,0.170118,0.214831,0.175616,0.182973,0.451706,0.459549,0.465984,0.460306,0.365337,0.332471,0.332918,0.540914,0.634906,0.150478,0.083004,0.113008,0.176451,0.168929,0.194651,0.185804,0.174976,0.212486,0.199592,0.214933,0.439941,0.467392,0.471314,0.14591,0.395667,0.340482,0.340439,0.419961,0.525227,0.599126,0.145231,0.136471,0.121553,0.172016,0.175043,0.191624,0.177067,0.227043,0.172184,0.2192,0.348851,0.483078,0.479157,0.026659,0.329726,0.3966,0.353333,0.329039,0.410902,0.615145,0.152851,0.145208,0.132227,0.213255,0.172016,0.19578,0.187827,0.209333,0.166196,0.211078,0.458141,0.487,0.475235,0.039361,0.392345,0.41582,0.388114,0.322133,0.420129,0.564333,0.510157,0.147678,0.179051,0.210337,0.172059,0.177067,0.20149,0.230518,0.160376,0.223122,0.487,0.489514,0.490027,0.042725,0.454282,0.278318,0.414757,0.325392,0.454702,0.486839,0.365271,0.442831,0.181333,0.109914,0.168137,0.174039,0.195545,0.227043,0.176063,0.215067,0.473827,0.493949,0.486106,0.038737,0.518718,0.317576,0.395722,0.356149,0.450333,0.353788,0.336455,0.333898,0.569149,0.144271,0.18378,0.172573,0.209333,0.205412,0.193647,0.187871,0.481671,0.485592,0.485592,0.063651,0.128741,0.376871,0.373965,0.364227,0.363376,0.3368,0.342526,0.353035,0.434647,0.654447,0.251467,0.177024,0.195545,0.20731,0.217176,0.1622,0.471314,0.477749,0.477749,0.114765,0.081941,0.43851,0.395149,0.4034,0.344451,0.241808,0.286047,0.32162,0.385329,0.518212,0.644286,0.169224,0.213255,0.17291,0.203388,0.220173,0.462063,0.469906,0.462063,0.447227,0.061694,0.290804,0.411349,0.335926,0.207129,0.432941,0.322369,0.199522,0.28989,0.181086,0.424137,0.148929,0.215388,0.199592,0.136937,0.244133,0.047718,0.351255,0.454498,0.4708,0.067125,0.043216,0.364486,0.297196,0.407894,0.497624,0.368784,0.444004,0.332725,0.17249,0.297561,0.537208,0.212361,0.203,0.211435,0.230918,0.051639,0.05411,0.418925,0.443349,0.470992,0.065616,0.512988,0.42902,0.408365,0.518827,0.368314,0.384922,0.321533,0.257788,0.41538,0.43011,0.136945,0.153624,0.243239,0.249631,0.05411,0.049294,0.367945,0.392369,0.410078,0.357522,0.096902,0.479063,0.431043,0.375694,0.395235,0.487141,0.303376,0.416984,0.587392,0.077631,0.108851,0.282306,0.267494,0.265639,0.051639,0.047396,0.034545,0.032031,0.027663,0.027663,0.016345,0.114698,0.086353,0.474267,0.497302,0.513118,0.462804,0.376231,0.706643,0.173145,0.129714,0.321647,0.271584,0.062427,0.051639,0.045373,0.041451,0.023741,0.027663,0.027663,0.031584,0.035506,0.039553,0.050188,0.203553,0.361788,0.291533,0.281314,0.223553,0.206973,0.132808,0.336341,0.079118,0.097722,0.051639,0.045373,0.025765,0.039875,0.037529,0.033608,0.039875,0.043796,0.148659,0.212898,0.248192,0.426769,0.466835,0.502129,0.54531,0.565937,0.475741,0.176647,0.207333,0.235859,0.042345,0.046267,0.042345,0.043796,0.038424,0.125702,0.172145,0.195718,0.208486,0.230843,0.271788,0.41929,0.459035,0.482522,0.52178,0.564918,0.552259,0.153753,0.279847,0.133467,0.04631,0.04631,0.04631,0.047718,0.152345,0.175875,0.185,0.187918,0.205055,0.25838,0.251624,0.387875,0.400212,0.435506,0.490408,0.55311,0.520886,0.260725,0.412373,0.13722,0.046267,0.049675,0.050188,0.023698,0.03058,0.171337,0.173361,0.173361,0.212898,0.243824,0.164345,0.380031,0.432031,0.451639,0.508118,0.578706,0.544694,0.398984,0.396494,0.254318,0.044176,0.050188,0.046267,0.022847,0.03058,0.181204,0.134145,0.164624,0.190945,0.235086,0.207482,0.392647,0.392369,0.426702,0.451639,0.533992,0.543412,0.419894,0.363992,0.297604,1
